program,fund_type,funding_year,funding_request_number,frn_line_number,status,filing_hcp,filing_hcp_name,filing_hcp_entity_type,filing_hcp_street,filing_hcp_city,filing_hcp_state,filing_hcp_zip_code,filing_hcp_latitude,filing_hcp_longitude,participating_hcp,participating_hcp_name,participating_hcp_entity_type,participating_hcp_street,participating_hcp_city,participating_hcp_state,participating_hcp_county,participating_hcp_zip_code,participating_hcp_latitude,participating_hcp_longitude,category_of_expense,service_type,download_speed,upload_speed,number_of_bidders,frequency_of_expense,multi_year_funding,funding_start_date,funding_end_date,funding_commitment_date,funding_submission_date,service_provider_id,service_provider_name,filing_window,original_requested_amount,original_committed_amount,total_commited_amount,total_authorized_disbursement_amount,service_level_agreement,invoice_deadline_date,filing_hcp_county,bandwidth,monthly_urban_rate,monthly_rural_rate,packet_loss,reliability,jitter,latency,eligible_service,eligible_site,quantity_of_item_invoiced,prorata_factor
Healthcare Connect Fund,Individual,2013,13433121,1,Committed,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,98837-1820,47.149471,-119.280576,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,Grant,98837-1820,47.149471,-119.280576,Leased/Tariffed Facilities or Services,Ethernet,10.0MB,10.0MB,0,Month,No,2014-02-08T00:00:00.000,2014-06-30T00:00:00.000,2014-09-16T00:00:00.000,2014-05-06T00:00:00.000,143026003,"OrbitCom, Inc",,1776.84,1406.67,1406.67,1406.67,No,2014-12-31T23:59:59.000,Grant,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13433611,6,Committed,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,98837-1820,47.149471,-119.280576,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,Grant,98837-1820,47.149471,-119.280576,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.544MB,1.544MB,0,Month,No,2014-02-08T00:00:00.000,2014-06-30T00:00:00.000,2014-05-27T00:00:00.000,2014-05-06T00:00:00.000,143005231,CenturyLink Qwest Corporation,,0,0,0,0,No,2014-12-31T23:59:59.000,Grant,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2022,RHC20220012078,1,Processed,17234,New England Telehealth Consortium,Consortium Of The Above,41 Pleasant St,Bangor,ME,04401,44.796139,-68.771729,26533,Maine General Health Thayer Campus,Not-For-Profit Hospital,149 North Street,Waterville,ME,Kennebec,04901,44.5652124,-69.6464211,Data,Dark Fiber,1.00 Gbps,1.00 Gbps,3,Monthly,Yes,2022-07-01T00:00:00.000,2024-05-24T00:00:00.000,2023-02-23T00:00:00.000,2022-05-24T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2022 Filing Window 1,6057.92,6057.92,6057.92,3989.99,No,2026-02-25T00:00:00.000,Penobscot,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13413801,1,Committed,15164,Granville Medical Center,Not-For-Profit Hospital,1010 College St,Oxford,NC,27565-2507,36.326762,-78.59427,15164,Granville Medical Center,Not-For-Profit Hospital,1010 College St,Oxford,NC,Granville,27565-2507,36.326762,-78.59427,Leased/Tariffed Facilities or Services,Internet,15,2,0,Month,No,2014-01-18T00:00:00.000,2014-06-30T00:00:00.000,2014-05-06T00:00:00.000,2014-04-10T00:00:00.000,143027380,"Time Warner Cable Information Services (North Carolina), LLC",,1505.01,1367.46,1367.46,1505.01,No,2014-12-31T23:59:59.000,Granville,0,0,0,,,,,,1,1,
Healthcare Connect Fund,Individual,2013,13433171,1,Committed,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,98837-1820,47.149471,-119.280576,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,Grant,98837-1820,47.149471,-119.280576,Leased/Tariffed Facilities or Services,T-1 / DS-1,0,0,0,Month,No,2014-02-08T00:00:00.000,2014-06-30T00:00:00.000,2014-05-20T00:00:00.000,2014-05-06T00:00:00.000,143013767,"Noel Communications, Inc.",,1860.92,1473.23,1473.23,1473.23,No,2014-12-31T23:59:59.000,Grant,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13433611,3,Committed,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,98837-1820,47.149471,-119.280576,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,Grant,98837-1820,47.149471,-119.280576,Leased/Tariffed Facilities or Services,ISDN PRI,1.544MB,1.544MB,0,Month,No,2014-02-08T00:00:00.000,2014-06-30T00:00:00.000,2014-05-27T00:00:00.000,2014-05-06T00:00:00.000,143005231,CenturyLink Qwest Corporation,,2207.1,2207.1,2207.1,2207.1,No,2014-12-31T23:59:59.000,Grant,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2024,RHC20240001785,1,Submitted,33859,Carson Valley Medical Center - Carson Valley Pulmonary And Sleep,Rural Health Clinic,1516 Virginia Ranch Road,Gardnerville,NV,89410,38.919656,-119.720388,33859,Carson Valley Medical Center - Carson Valley Pulmonary And Sleep,Rural Health Clinic,1516 Virginia Ranch Road,Gardnerville,NV,Douglas,89410,38.919656,-119.720388,Data,Internet Access,100 Mbps,10 Mbps,0,Monthly,No,,,,2024-01-05T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2024 Filing Window 1,662.84,,,,No,,Douglas,,,,,,,,,,,
Healthcare Connect Fund,Individual,2014,14565151,1,Committed,32618,Fulton County Health Center Rehab,Rural Health Clinic,719 S Shoop Ave,Wauseon,OH,43567,41.5491698,-84.1401444,32618,Fulton County Health Center Rehab,Rural Health Clinic,719 S Shoop Ave,Wauseon,OH,Fulton,43567,41.5491698,-84.1401444,Leased/Tariffed Facilities or Services,Ethernet,10.0MB,10.0MB,0,Month,No,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,2015-07-14T00:00:00.000,2015-05-14T00:00:00.000,143030626,"Time Warner Cable Information Services (Ohio), LLC",,4753.01,4753.01,4753.01,4753.01,No,2015-12-31T23:59:59.000,Fulton,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13433611,4,Committed,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,98837-1820,47.149471,-119.280576,10532,Samaritan Healthcare,Not-For-Profit Hospital,801 E Wheeler Rd,Moses Lake,WA,Grant,98837-1820,47.149471,-119.280576,Leased/Tariffed Facilities or Services,ISDN PRI,1.544MB,1.544MB,0,Month,No,2014-02-08T00:00:00.000,2014-06-30T00:00:00.000,2014-05-27T00:00:00.000,2014-05-06T00:00:00.000,143005231,CenturyLink Qwest Corporation,,996.65,996.65,996.65,996.65,No,2014-12-31T23:59:59.000,Grant,,0,0,,,,,1,1,3,
Healthcare Connect Fund,Individual,2014,14565171,1,Committed,32619,County Health Center - Fayette Medical Center,Rural Health Clinic,124 W Main St,Fayette,OH,43521,41.6736734,-84.3282997,32619,County Health Center - Fayette Medical Center,Rural Health Clinic,124 W Main St,Fayette,OH,Fulton,43521,41.6736734,-84.3282997,Leased/Tariffed Facilities or Services,Internet,10.0MB,2.0MB,0,Month,No,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,2015-05-19T00:00:00.000,2015-04-17T00:00:00.000,143030626,"Time Warner Cable Information Services (Ohio), LLC",,1388.01,1388.01,1388.01,1388.01,No,2015-12-31T23:59:59.000,Fulton,NA,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220004077,8,Processed,50553,Eastern Nebraska Healthcare Communications Consortium (Methodist Health System),Consortium Of The Above,825 S 169Th St,Omaha,NE,68118,41.262674,-96.175113,49562,Methodist's Women's Hospital,Not-For-Profit Hospital,707 N 190Th Plaza,Omaha,NE,Douglas,68022,41.2646727,-96.2122131,Data,Ethernet,5 Gbps,5 Gbps,1,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-12-15T00:00:00.000,2022-01-19T00:00:00.000,143015410,"Cox Nebraska Telcom, LLC",FY 2022 Filing Window 1,11700,11700,11700,,No,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2015,15706341,1,Committed,32022,Fulton County Health Care,Not-For-Profit Hospital,725 S Shoop Ave,Wauseon,OH,43567,41.5397058,-84.1328796,32022,Fulton County Health Care,Not-For-Profit Hospital,725 S Shoop Ave,Wauseon,OH,Fulton,43567,41.5397058,-84.1328796,Leased/Tariffed Facilities or Services,Ethernet,40.0MB,40.0MB,0,Month,No,2015-07-01T00:00:00.000,2016-06-30T00:00:00.000,2015-12-15T00:00:00.000,2015-11-01T00:00:00.000,143030626,"Time Warner Cable Information Services (Ohio), LLC",,6528.6,6528.6,6528.6,6528.6,No,2016-12-31T23:59:59.000,Fulton,40.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13425161,1,Committed,15842,Tift Regional Medical Center -Tifton (901 E 18th St),Not-For-Profit Hospital,901 18th St E,Tifton,GA,31794-3648,31.4714885,-83.4915240,15842,Tift Regional Medical Center -Tifton (901 E 18th St),Not-For-Profit Hospital,901 18th St E,Tifton,GA,Tift,31794-3648,31.4714885,-83.4915240,Leased/Tariffed Facilities or Services,Dedicated Internet Access (DIA),0,0,0,Month,No,2014-01-11T00:00:00.000,2014-06-30T00:00:00.000,2014-05-20T00:00:00.000,2014-05-08T00:00:00.000,143029836,"MCC Telephony, LLC",,4037.57,4037.57,4037.57,4037.57,No,2014-12-31T23:59:59.000,Tift,20.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2023,RHC20230024157,1,Processed,27742,Hermann Area District Hospital - Associated Medical Arts Clinic,Rural Health Clinic,504 N Sturgeon St,Montgomery City,MO,63361,38.9804299,-91.5071813,27742,Hermann Area District Hospital - Associated Medical Arts Clinic,Rural Health Clinic,504 N Sturgeon St,Montgomery City,MO,Montgomery,63361,38.9804299,-91.5071813,Data,MPLS,100 Mbps,100 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-02-15T00:00:00.000,2023-07-27T00:00:00.000,2023-03-24T00:00:00.000,143031640,"Socket Telecom, LLC",FY 2023 Filing Window 1,6498.8,6498.8,6498.8,,No,2024-10-28T00:00:00.000,Montgomery,,,,,,,,,,,
Healthcare Connect Fund,Individual,2015,15706371,1,Committed,32619,County Health Center - Fayette Medical Center,Rural Health Clinic,124 W Main St,Fayette,OH,43521,41.6736734,-84.3282997,32619,County Health Center - Fayette Medical Center,Rural Health Clinic,124 W Main St,Fayette,OH,Fulton,43521,41.6736734,-84.3282997,Leased/Tariffed Facilities or Services,Dedicated Internet Access (DIA),10.0MB,10.0MB,0,Month,No,2015-07-01T00:00:00.000,2016-06-30T00:00:00.000,2016-03-08T00:00:00.000,2016-02-26T00:00:00.000,143030626,"Time Warner Cable Information Services (Ohio), LLC",,5421,5421,5421,5421,No,2016-12-31T23:59:59.000,Fulton,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230026860,4,Submitted,70130,Tift Regional Telehealth Consortium,Consortium Of The Above,901 East 18 Street,Tifton,GA,31793,31.462022,-83.572288,41594,Tift Regional Medical Center - Data Center,Not Available,1110 Hilltop Dr,Tifton,GA,Tift,31794,31.4661944,-83.4896493,Installation,Installation of Equipment,NA,NA,0,One Time,Yes,,,,2023-04-27T00:00:00.000,143007307,"MoreDirect, Inc.",FY 2023 Filing Window 1,1265.67,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13419321,1,Committed,32619,County Health Center - Fayette Medical Center,Rural Health Clinic,124 W Main St,Fayette,OH,43521,41.6736734,-84.3282997,32619,County Health Center - Fayette Medical Center,Rural Health Clinic,124 W Main St,Fayette,OH,Fulton,43521,41.6736734,-84.3282997,Leased/Tariffed Facilities or Services,Internet,10,10,0,Month,No,2014-01-18T00:00:00.000,2014-06-30T00:00:00.000,2014-05-27T00:00:00.000,2014-04-14T00:00:00.000,143030626,"Time Warner Cable Information Services (Ohio), LLC",,2547.36,2314.54,2314.54,2314.54,No,2014-12-31T23:59:59.000,Fulton,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2015,15706361,1,Committed,32618,Fulton County Health Center Rehab,Rural Health Clinic,719 S Shoop Ave,Wauseon,OH,43567,41.5491698,-84.1401444,32618,Fulton County Health Center Rehab,Rural Health Clinic,719 S Shoop Ave,Wauseon,OH,Fulton,43567,41.5491698,-84.1401444,Leased/Tariffed Facilities or Services,Ethernet,10.0MB,10.0MB,0,Month,No,2015-07-01T00:00:00.000,2016-06-30T00:00:00.000,2016-01-12T00:00:00.000,2015-12-22T00:00:00.000,143030626,"Time Warner Cable Information Services (Ohio), LLC",,4680,4680,4680,4680,No,2016-12-31T23:59:59.000,Fulton,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230024653,25,Processed,51827,Providence St. Joseph Health Consortium,Consortium Of The Above,2001 Lind Ave Sw,Renton,WA,98057,47.4615135,-122.2252501,52187,Prov - Northeast Washington Medical Group Garden Home,Rural Health Clinic,143 Garden Homes Dr,Colville,WA,Stevens,99114,48.533347,-117.889572,Data,Dedicated Internet Access (DIA),100.00 Mbps,100.00 Mbps,0,Monthly,No,2023-11-15T00:00:00.000,2024-06-30T00:00:00.000,2023-10-26T00:00:00.000,2023-03-30T00:00:00.000,143005231,CenturyLink Qwest Corporation,FY 2023 Filing Window 1,930.36,930.36,930.36,,No,2024-10-28T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2023,RHC20230019608,1,Processed,52234,Piedmont Healthcare,Consortium Of The Above,2727 Paces Ferry Rd Se Bldg 12C Ste 1-1050,Atlanta,GA,30339,33.8662511,-84.4737737,50564,Piedmont Mountainside,Not-For-Profit Hospital,1266 Highway 515 S,Jasper,GA,Pickens,30143,34.445618,-84.4481517,Data,Ethernet,500 Mbps,500 Mbps,1,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-09-28T00:00:00.000,2023-02-14T00:00:00.000,143001458,Ellijay Telephone Company,FY 2023 Filing Window 1,16036.49,16036.49,16036.49,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2014,13444341,1,Committed,15267,Hodgeman County Health Center,Not-For-Profit Hospital,809 W Bramley St,Jetmore,KS,67854,38.0834392,-99.8983227,15267,Hodgeman County Health Center,Not-For-Profit Hospital,809 W Bramley St,Jetmore,KS,Hodgeman,67854,38.0834392,-99.8983227,Leased/Tariffed Facilities or Services,Ethernet,5.0MB,5.0MB,0,Month,No,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,2014-10-14T00:00:00.000,2014-05-22T00:00:00.000,143001656,"Hanson Communications of Ohio, LLC",,1773.72,1773.72,1773.72,1773.72,No,2015-12-31T23:59:59.000,Hodgeman,5.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230024372,52,Submitted,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,23900,Denver Health/Denver Health Medical Center,Not-For-Profit Hospital,777 Bannock St,Denver,CO,Denver,80204,39.727945,-104.991461,Data,T1/DS1,1.544 Mbps,1.544 Mbps,1,Monthly,No,,,,2023-03-29T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",FY 2023 Filing Window 1,6665.1,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220010474,4,Processed,50541,Spectrum Health Systems Consortium,Consortium Of The Above,100 Michigan St Ne,Grand Rapids,MI,49503,42.969912,-85.665124,26749,Spectrum Health System  - Ctis - Data Center,Not Available,4690 60Th St Se,Grand Rapids,MI,Kent,49512,42.8540865,-85.5488137,Data,Virtual Private Network (VPN),200 Mbps,200 Mbps,1,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-12-08T00:00:00.000,2022-05-02T00:00:00.000,143001192,AT&T Corp.,FY 2022 Filing Window 1,9311.09,9311.09,9311.09,,No,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230022058,26,Processed,60343,Community Health Services Of Georgia Consortium,Consortium Of The Above,213 3Rd St,Macon,GA,31201,32.8382223,-83.6256848,56740,Ethica - Boswell Parker Nursing Center,Skilled Nursing Facility,1211 Siloam Rd,Greensboro,GA,Greene,30642,33.5717116,-83.1679174,Data,Internet Access,20.00 Mbps,20.00 Mbps,1,Monthly,Yes,2023-07-01T00:00:00.000,2026-06-30T00:00:00.000,2023-10-26T00:00:00.000,2023-03-08T00:00:00.000,143030766,"Windstream Communications, LLC",FY 2023 Filing Window 1,11865.67,11865.67,11865.67,,No,2026-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230028510,7,Processed,37413,Sentara Healthcare Consortium,Consortium Of The Above,6015 Poplar Hall Dr,Norfolk,VA,23502,36.8504408,-76.1971105,38636,Sentara Careplex Hospital,Not-For-Profit Hospital,3000 Coliseum Drive,Hampton,VA,Hampton City,23666,37.0569409,-76.3904383,Data,Dedicated Internet Access (DIA),1.00 Gbps,1.00 Gbps,1,Monthly,Yes,2024-03-02T00:00:00.000,2026-06-30T00:00:00.000,2023-10-26T00:00:00.000,2023-05-01T00:00:00.000,143000013,"Cox Virginia Telcom, LLC",FY 2023 Filing Window 1,21360.36,21360.36,21360.36,,Yes,2026-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220013805,115,Processed,93066,Commonspirit Health,Consortium Of The Above,11045 E Lansing Cir,Englewood,CO,80112,39.548535,-104.862382,61056,Chi Fraciscan Health- St Francis Hospital,Not-For-Profit Hospital,34515 9Th Ave S,Federal Way,WA,King,98003,47.2926018,-122.3272208,Data,Ethernet,50.00 Mbps,50.00 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-04-20T00:00:00.000,2022-06-01T00:00:00.000,143003990,Comcast Business Communications,FY 2022 Filing Window 1,7930.57,7930.57,7930.57,,No,2024-02-25T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220011176,4,Processed,64866,Srho Hcf Consortium,Consortium Of The Above,Po Box 12161,Raleigh,NC,27605,35.790839,-78.653544,14286,Mymichigan Health Medical Office,Rural Health Clinic,2812 W Cadillac Dr,Farwell,MI,Clare,48622,43.8647016,-84.9099462,Data,Ethernet,50.00 Mbps,50.00 Mbps,1,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-01-19T00:00:00.000,2022-05-10T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2022 Filing Window 1,2778.75,2778.75,2778.75,2778.75,No,2024-02-25T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2023,RHC20230025833,64,Submitted,17243,Palmetto State Providers Network,Consortium Of The Above,1880 Main Highway,Bamberg,SC,29003,33.313536,-81.034493,13470,Southern Highlands Community Mental Health - Princeton Clinic,Community Mental Health Center,200 12Th Street Extension,Princeton,WV,Mercer,24740,37.3599499,-81.1197761,Data,Dedicated Internet Access (DIA),200.00 Mbps,200.00 Mbps,,Monthly,Yes,,,,2023-04-13T00:00:00.000,143032515,"FRC, LLC",FY 2023 Filing Window 1,8386.56,,,,Yes,,Charleston,,,,<0.001,0.9999,<10 MS,<8 ms,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220013274,8,Processed,93066,Commonspirit Health,Consortium Of The Above,11045 E Lansing Cir,Englewood,CO,80112,39.548535,-104.862382,70682,Dignity Health - St. Joseph's Hospital And Medical Center,Not-For-Profit Hospital,350 W Thomas Rd,Phoenix,AZ,Maricopa,85013,33.480493,-112.079204,Data,Internet Access,200.00 Mbps,200.00 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-06-22T00:00:00.000,2022-05-31T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",FY 2022 Filing Window 1,21092.99,0,0,,No,2024-02-25T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Individual,2022,RHC20220012961,4,Processed,12251,Sunshine Community Health Center - Talkeetna,Community Health Center Or Health Center Providing Health Care To Migrants,34300 Talkeetna Spur Rd,Talkeetna,AK,99676,62.1903682,-150.0526384,12251,Sunshine Community Health Center - Talkeetna,Community Health Center Or Health Center Providing Health Care To Migrants,34300 Talkeetna Spur Rd,Talkeetna,AK,Matanuska-Susitna,99676,62.1903682,-150.0526384,Data,Ethernet,50 Mbps,50 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-10-06T00:00:00.000,2022-06-01T00:00:00.000,143002697,"Matanuska Telecom Association, Inc.",FY 2022 Filing Window 1,8664.86,8664.86,8664.86,,No,2023-10-28T00:00:00.000,Matanuska-Susitna,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220005157,1,Processed,13911,Neosho Memorial Regional Medical Center,Not-For-Profit Hospital,629 South Plummer Avenue,Chanute,KS,66720,37.675374,-95.4724612,13911,Neosho Memorial Regional Medical Center,Not-For-Profit Hospital,629 South Plummer Avenue,Chanute,KS,Neosho,66720,37.675374,-95.4724612,Data,Ethernet,20 Mbps,20 Mbps,1,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-08-25T00:00:00.000,2022-05-24T00:00:00.000,143001192,AT&T Corp.,FY 2022 Filing Window 1,8239.45,8239.45,8239.45,4064.03,No,2024-02-25T00:00:00.000,Neosho,,,,,,,,,,2,
Healthcare Connect Fund,Individual,2014,14653541,1,Committed,18478,Hunt - Hunt Regional Medical Center At Greenville,Not-For-Profit Hospital,4215 Joe Ramsey Blvd E,Greenville,TX,75401,33.1223767,-96.1235849,18478,Hunt - Hunt Regional Medical Center At Greenville,Not-For-Profit Hospital,4215 Joe Ramsey Blvd E,Greenville,TX,Hunt,75401,33.1223767,-96.1235849,Leased/Tariffed Facilities or Services,Ethernet,30.0MB,30.0MB,0,Month,No,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,2015-10-06T00:00:00.000,2015-06-21T00:00:00.000,143035226,GEUS,,4680,4680,4680,4680,No,2015-12-31T23:59:59.000,Hunt,30.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13435121,1,Committed,15842,Tift Regional Medical Center -Tifton (901 E 18th St),Not-For-Profit Hospital,901 18th St E,Tifton,GA,31794-3648,31.4714885,-83.4915240,15842,Tift Regional Medical Center -Tifton (901 E 18th St),Not-For-Profit Hospital,901 18th St E,Tifton,GA,Tift,31794-3648,31.4714885,-83.4915240,Leased/Tariffed Facilities or Services,ISDN PRI,1.544MB,1.544MB,0,Month,Yes,2014-01-01T00:00:00.000,2015-11-14T00:00:00.000,2014-06-03T00:00:00.000,2014-05-08T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",,8477.04,8477.04,8477.04,8477.04,No,2016-05-14T23:59:59.000,Tift,0,0,0,,,,,,1,4,
Healthcare Connect Fund,Consortium,2022,RHC20220013246,7,Processed,41698,Sparta Community Hospital,Consortium Of The Above,818 E Broadway St,Sparta,IL,62286,38.124415,-89.691228,70719,Bradbury Rural Health Clinic,Rural Health Clinic,211 S Burns Ave,Sparta,IL,Randolph,62286,38.123931,-89.690391,Equipment,Routers (HCP owned),NA,NA,0,One Time,No,2023-03-10T00:00:00.000,2023-06-30T00:00:00.000,2023-03-16T00:00:00.000,2022-05-31T00:00:00.000,143005588,CDW Government LLC,FY 2022 Filing Window 1,111.41,0,0,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220008702,43,Processed,17235,North Carolina Telehealth Network,Consortium Of The Above,4221 New Bern Pl,Durham,NC,27707,35.959861,-78.945269,10085,Margaret R. Pardee Memorial Hospital,Not-For-Profit Hospital,800 N. Justice Street,Hendersonville,NC,Henderson,28791,35.3208531,-82.4677383,Data,Ethernet,50.00 Mbps,50.00 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-12-22T00:00:00.000,2022-05-13T00:00:00.000,143011802,MCNC,FY 2022 Filing Window 1,8782.8,8782.8,8782.8,8782.8,Yes,2025-02-25T00:00:00.000,Cabarrus,,,,1.5,99.5,60,50,,,1,
